,ORDERNUMBER,Name,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE,MONTH
1393,10110,Victoria Ashworth,42,61.29,9,2574.18,2003-03-18,Shipped,1,3,2003,Classic Cars,71,S18_4933,"AV Stores, Co.",1715551555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Small,2003-03
1394,10124,Sue King,23,57.73,8,1327.79,2003-05-21,Shipped,2,5,2003,Classic Cars,71,S18_4933,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,Unknown,Small,2003-05
1395,10148,Anna O'Hara,29,81.25,2,2356.25,2003-09-11,Shipped,3,9,2003,Classic Cars,71,S18_4933,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,Small,2003-09
1396,10161,Palle Ibsen,25,80.54,1,2013.5,2003-10-17,Shipped,4,10,2003,Classic Cars,71,S18_4933,Heintze Collectables,86213555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,EMEA,Small,2003-10
1397,10173,Giovanni Rovelli,39,71.98,15,2807.22,2003-11-05,Shipped,4,11,2003,Classic Cars,71,S18_4933,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Small,2003-11
1398,10182,Valarie Nelson,44,69.84,12,3072.96,2003-11-12,Shipped,4,11,2003,Classic Cars,71,S18_4933,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Medium,2003-11
1399,10193,Sean Connery,25,76.26,16,1906.5,2003-11-21,Shipped,4,11,2003,Classic Cars,71,S18_4933,"Australian Collectables, Ltd",61938446555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,APAC,Small,2003-11
1400,10204,Jeff Young,45,76.26,6,3431.7,2003-12-02,Shipped,4,12,2003,Classic Cars,71,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Medium,2003-12
1401,10213,Thomas Hardy,25,83.39,2,2084.75,2004-01-22,Shipped,1,1,2004,Classic Cars,71,S18_4933,"Double Decker Gift Stores, Ltd",1715557555,120 Hanover Sq.,Unknown,London,Unknown,WA1 1DP,UK,EMEA,Small,2004-01
1402,10227,Mary Saveley,37,57.73,12,2136.01,2004-03-02,Shipped,1,3,2004,Classic Cars,71,S18_4933,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,EMEA,Small,2004-03
1403,10241,Frederique Citeaux,30,66.99,4,2009.7,2004-04-13,Shipped,2,4,2004,Classic Cars,71,S18_4933,Mini Caravy,88601555,"24, place Kluber",Unknown,Strasbourg,Unknown,67000,France,EMEA,Small,2004-04
1404,10267,Jeff Young,36,75.55,1,2719.8,2004-07-07,Shipped,3,7,2004,Classic Cars,71,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Small,2004-07
1405,10279,Diego Freyre,26,60.58,1,1575.08,2004-08-09,Shipped,3,8,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-08
1406,10288,Wendy Victorino,23,73.41,7,1688.43,2004-09-01,Shipped,3,9,2004,Classic Cars,71,S18_4933,Handji Gifts& Co,+652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Small,2004-09
1407,10302,Elizabeth Devon,23,72.7,3,1672.1,2003-10-06,Shipped,4,10,2003,Classic Cars,71,S18_4933,"UK Collectables, Ltd.",1715552282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,EMEA,Small,2003-10
1408,10311,Diego Freyre,25,66.99,2,1674.75,2004-10-16,Shipped,4,10,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-10
1409,10332,Victoria Ashworth,21,100.0,3,3472.98,2004-11-17,Shipped,4,11,2004,Classic Cars,71,S18_4933,"AV Stores, Co.",1715551555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Medium,2004-11
1410,10344,Laurence Lebihan,26,63.43,5,1649.18,2004-11-25,Shipped,4,11,2004,Classic Cars,71,S18_4933,Marseille Mini Autos,91244555,"12, rue des Bouchers",Unknown,Marseille,Unknown,13008,France,EMEA,Small,2004-11
1411,10367,Julie Young,44,85.25,9,3751.0,2005-01-12,Resolved,1,1,2005,Classic Cars,71,S18_4933,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,Unknown,Medium,2005-01
1412,10380,Diego Freyre,24,100.0,2,4536.0,2005-02-16,Shipped,1,2,2005,Classic Cars,71,S18_4933,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2005-02
1413,10407,Sue Frick,66,66.99,4,4421.34,2005-04-22,On Hold,2,4,2005,Classic Cars,71,S18_4933,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Medium,2005-04
1414,10420,Adrian Huxley,36,57.73,7,2078.28,2005-05-29,In Process,2,5,2005,Classic Cars,71,S18_4933,Souveniers And Things Co.,+61294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Small,2005-05
1415,10110,Victoria Ashworth,36,85.25,13,3069.0,2003-03-18,Shipped,1,3,2003,Classic Cars,73,S24_1046,"AV Stores, Co.",1715551555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Medium,2003-03
1416,10124,Sue King,22,77.9,12,1713.8,2003-05-21,Shipped,2,5,2003,Classic Cars,73,S24_1046,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,Unknown,Small,2003-05
1417,10148,Anna O'Hara,25,60.26,6,1506.5,2003-09-11,Shipped,3,9,2003,Classic Cars,73,S24_1046,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,Small,2003-09
1418,10161,Palle Ibsen,37,72.76,5,2692.12,2003-10-17,Shipped,4,10,2003,Classic Cars,73,S24_1046,Heintze Collectables,86213555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,EMEA,Small,2003-10
1419,10172,Julie King,32,75.69,3,2422.08,2003-11-05,Shipped,4,11,2003,Classic Cars,73,S24_1046,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,Unknown,Small,2003-11
1420,10182,Valarie Nelson,47,74.22,16,3488.34,2003-11-12,Shipped,4,11,2003,Classic Cars,73,S24_1046,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Medium,2003-11
1421,10192,Valarie Young,37,69.82,4,2583.34,2003-11-20,Shipped,4,11,2003,Classic Cars,73,S24_1046,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,Unknown,Small,2003-11
1422,10204,Jeff Young,20,62.47,10,1249.4,2003-12-02,Shipped,4,12,2003,Classic Cars,73,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Small,2003-12
1423,10212,Diego Freyre,41,82.31,3,3374.71,2004-01-16,Shipped,1,1,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2004-01
1424,10226,Valarie Thompson,21,60.26,1,1265.46,2004-02-26,Shipped,1,2,2004,Classic Cars,73,S24_1046,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,Unknown,Small,2004-02
1425,10241,Frederique Citeaux,22,76.43,8,1681.46,2004-04-13,Shipped,2,4,2004,Classic Cars,73,S24_1046,Mini Caravy,88601555,"24, place Kluber",Unknown,Strasbourg,Unknown,67000,France,EMEA,Small,2004-04
1426,10267,Jeff Young,40,80.1,5,3204.0,2004-07-07,Shipped,3,7,2004,Classic Cars,73,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Medium,2004-07
1427,10279,Diego Freyre,32,74.96,5,2398.72,2004-08-09,Shipped,3,8,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-08
1428,10288,Wendy Victorino,36,66.14,11,2381.04,2004-09-01,Shipped,3,9,2004,Classic Cars,73,S24_1046,Handji Gifts& Co,+652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Small,2004-09
1429,10301,Jan Klaeboe,27,72.02,1,1944.54,2003-10-05,Shipped,4,10,2003,Classic Cars,73,S24_1046,"Norway Gifts By Mail, Co.",+4722121555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,Unknown,N 0106,Norway,EMEA,Small,2003-10
1430,10311,Diego Freyre,26,87.45,6,2273.7,2004-10-16,Shipped,4,10,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-10
1431,10321,Violeta Benitez,30,70.55,3,2116.5,2004-11-04,Shipped,4,11,2004,Classic Cars,73,S24_1046,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,Unknown,Small,2004-11
1432,10332,Victoria Ashworth,23,56.84,4,1307.32,2004-11-17,Shipped,4,11,2004,Classic Cars,73,S24_1046,"AV Stores, Co.",1715551555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Small,2004-11
1433,10344,Laurence Lebihan,29,59.53,7,1726.37,2004-11-25,Shipped,4,11,2004,Classic Cars,73,S24_1046,Marseille Mini Autos,91244555,"12, rue des Bouchers",Unknown,Marseille,Unknown,13008,France,EMEA,Small,2004-11
1434,10367,Julie Young,21,60.37,10,1267.77,2005-01-12,Resolved,1,1,2005,Classic Cars,73,S24_1046,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,Unknown,Small,2005-01
1435,10380,Diego Freyre,34,100.0,3,3441.82,2005-02-16,Shipped,1,2,2005,Classic Cars,73,S24_1046,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2005-02
1436,10407,Sue Frick,26,76.43,8,1987.18,2005-04-22,On Hold,2,4,2005,Classic Cars,73,S24_1046,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Small,2005-04
1437,10420,Adrian Huxley,60,64.67,11,3880.2,2005-05-29,In Process,2,5,2005,Classic Cars,73,S24_1046,Souveniers And Things Co.,+61294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Medium,2005-05
1438,10104,Diego Freyre,35,55.49,6,1942.15,2003-01-31,Shipped,1,1,2003,Classic Cars,57,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2003-01
1439,10115,Maria Hernandez,47,69.36,2,3259.92,2003-04-04,Shipped,2,4,2003,Classic Cars,57,S24_1444,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Unknown,Medium,2003-04
1440,10127,Jeff Young,20,60.69,8,1213.8,2003-06-03,Shipped,2,6,2003,Classic Cars,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Small,2003-06
1441,10141,Kalle Suominen,20,54.33,2,1086.6,2003-08-01,Shipped,3,8,2003,Classic Cars,57,S24_1444,Suominen Souveniers,+35898045555,"Software Engineering Center, SEC Oy",Unknown,Espoo,Unknown,FIN-02271,Finland,EMEA,Small,2003-08
1442,10152,Tony Calaghan,25,65.31,4,1632.75,2003-09-25,Shipped,3,9,2003,Classic Cars,57,S24_1444,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,Unknown,South Brisbane,Queensland,4101,Australia,APAC,Small,2003-09
1443,10165,Eric Natividad,25,69.36,9,1734.0,2003-10-22,Shipped,4,10,2003,Classic Cars,57,S24_1444,"Dragon Souveniers, Ltd.",+652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,Japan,Small,2003-10
1444,10176,Maurizio Moroni,27,68.78,8,1857.06,2003-11-06,Shipped,4,11,2003,Classic Cars,57,S24_1444,L'ordine Souveniers,0522556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Small,2003-11
1445,10184,Jose Pedro Roel,31,60.11,3,1863.41,2003-11-14,Shipped,4,11,2003,Classic Cars,57,S24_1444,"Iberia Gift Imports, Corp.",955558282,"C/ Romero, 33",Unknown,Sevilla,Unknown,41101,Spain,EMEA,Small,2003-11
1446,10195,Steve Frick,44,66.47,3,2924.68,2003-11-25,Shipped,4,11,2003,Classic Cars,57,S24_1444,Mini Classics,9145554562,3758 North Pendale Street,Unknown,White Plains,NY,24067,USA,Unknown,Small,2003-11
1447,10207,Valarie Franco,49,46.82,4,2294.18,2003-12-09,Shipped,4,12,2003,Classic Cars,57,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,Unknown,Boston,MA,51003,USA,Unknown,Small,2003-12
1448,10220,Dean Cassidy,26,56.07,8,1457.82,2004-02-12,Shipped,1,2,2004,Classic Cars,57,S24_1444,"Clover Collections, Co.",+35318621555,25 Maiden Lane,Floor No. 4,Dublin,Unknown,2,Ireland,EMEA,Small,2004-02
1449,10230,Roland Keitel,36,54.33,6,1955.88,2004-03-15,Shipped,1,3,2004,Classic Cars,57,S24_1444,"Blauer See Auto, Co.",+496966902555,Lyonerstr. 34,Unknown,Frankfurt,Unknown,60528,Germany,EMEA,Small,2004-03
1450,10246,Diego Freyre,44,52.6,2,2314.4,2004-05-05,Shipped,2,5,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-05
1451,10259,Wendy Victorino,28,46.82,1,1310.96,2004-06-15,Shipped,2,6,2004,Classic Cars,57,S24_1444,Handji Gifts& Co,+652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Small,2004-06
1452,10271,Valarie Nelson,45,64.74,2,2913.3,2004-07-20,Shipped,3,7,2004,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2004-07
1453,10282,Valarie Nelson,29,46.82,11,1357.78,2004-08-20,Shipped,3,8,2004,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2004-08
1454,10292,Kwai Yu,40,53.75,5,2150.0,2004-09-08,Shipped,3,9,2004,Classic Cars,57,S24_1444,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,Unknown,Small,2004-09
1455,10305,Marta Hernandez,45,61.85,2,2783.25,2004-10-13,Shipped,4,10,2004,Classic Cars,57,S24_1444,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,Unknown,Small,2004-10
1456,10314,Palle Ibsen,44,53.18,11,2339.92,2004-10-22,Shipped,4,10,2004,Classic Cars,57,S24_1444,Heintze Collectables,86213555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,EMEA,Small,2004-10
1457,10324,Michael Frick,25,69.16,14,1729.0,2004-11-05,Shipped,4,11,2004,Classic Cars,57,S24_1444,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Small,2004-11
1458,10336,Marie Bertrand,45,100.0,4,5972.4,2004-11-20,Shipped,4,11,2004,Classic Cars,57,S24_1444,"La Corne D'abondance, Co.",142342555,"265, boulevard Charonne",Unknown,Paris,Unknown,75012,France,EMEA,Medium,2004-11
1459,10349,Jeff Young,48,47.4,4,2275.2,2004-12-01,Shipped,4,12,2004,Classic Cars,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Small,2004-12
1460,10358,Diego Freyre,44,60.76,14,2673.44,2004-12-10,Shipped,4,12,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-12
1461,10371,Valarie Nelson,25,97.27,12,2431.75,2005-01-23,Shipped,1,1,2005,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2005-01
1462,10383,Diego Freyre,22,91.76,2,2018.72,2005-02-22,Shipped,1,2,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2005-02
1463,10394,Diego Freyre,31,50.29,2,1558.99,2005-03-15,Shipped,1,3,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2005-03
1464,10412,Diego Freyre,21,52.6,2,1104.6,2005-05-03,Shipped,2,5,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2005-05
1465,10425,Janine Labrune,55,46.82,1,2575.1,2005-05-31,In Process,2,5,2005,Classic Cars,57,S24_1444,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Small,2005-05
1466,10107,Kwai Yu,25,100.0,3,2845.75,2003-02-24,Shipped,1,2,2003,Motorcycles,112,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,Unknown,Small,2003-02
1467,10120,Peter Ferguson,35,98.05,1,3431.75,2003-04-29,Shipped,2,4,2003,Motorcycles,112,S24_1578,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Medium,2003-04
1468,10134,Daniel Da Cunha,35,93.54,3,3273.9,2003-07-01,Shipped,3,7,2003,Motorcycles,112,S24_1578,Lyon Souveniers,+33146627555,27 rue du Colonel Pierre Avia,Unknown,Paris,Unknown,75508,France,EMEA,Medium,2003-07
1469,10145,Julie Young,43,95.8,7,4119.4,2003-08-25,Shipped,3,8,2003,Motorcycles,112,S24_1578,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,Unknown,Medium,2003-08
1470,10159,Julie Brown,44,100.0,15,5355.68,2003-10-10,Shipped,4,10,2003,Motorcycles,112,S24_1578,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,Unknown,Medium,2003-10
1471,10168,Juri Hirano,50,100.0,2,5747.5,2003-10-28,Shipped,4,10,2003,Motorcycles,112,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,Unknown,Medium,2003-10
1472,10180,Martine Rance,48,100.0,10,5355.36,2003-11-11,Shipped,4,11,2003,Motorcycles,112,S24_1578,Daedalus Designs Imports,20161555,"184, chausse de Tournai",Unknown,Lille,Unknown,59000,France,EMEA,Medium,2003-11
1473,10188,Veysel Oeztan,25,100.0,2,2535.75,2003-11-18,Shipped,4,11,2003,Motorcycles,112,S24_1578,Herkku Gifts,+4722673215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,Unknown,N 5804,Norway,EMEA,Small,2003-11
1474,10201,Julie Murphy,39,100.0,3,4351.23,2003-12-01,Shipped,4,12,2003,Motorcycles,112,S24_1578,Mini Wheels Co.,6505555787,5557 North Pendale Street,Unknown,San Francisco,CA,Unknown,USA,Unknown,Medium,2003-12
1475,10211,Dominique Perrier,25,90.16,15,2254.0,2004-01-15,Shipped,1,1,2004,Motorcycles,112,S24_1578,Auto Canal Petit,147556555,"25, rue Lauriston",Unknown,Paris,Unknown,75016,France,EMEA,Small,2004-01
1476,10223,Peter Ferguson,32,91.29,2,2921.28,2004-02-20,Shipped,1,2,2004,Motorcycles,112,S24_1578,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Small,2004-02
1477,10237,Michael Frick,20,100.0,8,2299.0,2004-04-05,Shipped,2,4,2004,Motorcycles,112,S24_1578,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Small,2004-04
1478,10251,William Brown,26,100.0,3,2637.18,2004-05-18,Shipped,2,5,2004,Motorcycles,112,S24_1578,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Unknown,Newark,NJ,94019,USA,Unknown,Small,2004-05
1479,10263,Julie King,42,100.0,3,4307.52,2004-06-28,Shipped,2,6,2004,Motorcycles,112,S24_1578,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,Unknown,Medium,2004-06
1480,10275,Janine Labrune,21,100.0,2,2153.76,2004-07-23,Shipped,3,7,2004,Motorcycles,112,S24_1578,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Small,2004-07
1481,10285,Marta Hernandez,34,100.0,7,3716.88,2004-08-27,Shipped,3,8,2004,Motorcycles,112,S24_1578,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,Unknown,Medium,2004-08
1482,10299,Matti Karttunen,47,100.0,10,5455.76,2004-09-30,Shipped,3,9,2004,Motorcycles,112,S24_1578,"Toys of Finland, Co.",902248555,Keskuskatu 45,Unknown,Helsinki,Unknown,21240,Finland,EMEA,Medium,2004-09
1483,10309,Jonas Bergulfsen,21,100.0,6,2650.62,2004-10-15,Shipped,4,10,2004,Motorcycles,112,S24_1578,Baane Mini Imports,07989555,Erling Skakkes gate 78,Unknown,Stavern,Unknown,4110,Norway,EMEA,Small,2004-10
1484,10318,Kyung Yu,48,100.0,2,6437.28,2004-11-02,Shipped,4,11,2004,Motorcycles,112,S24_1578,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,Unknown,Medium,2004-11
1485,10329,Kwai Yu,30,87.78,7,2633.4,2004-11-15,Shipped,4,11,2004,Motorcycles,112,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,Unknown,Small,2004-11
1486,10339,Akiko Shimamura,27,84.39,10,2278.53,2004-11-23,Shipped,4,11,2004,Motorcycles,112,S24_1578,"Tokyo Collectables, Ltd",+81335840555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,Japan,Small,2004-11
1487,10362,Juri Hirano,50,96.92,2,4846.0,2005-01-05,Shipped,1,1,2005,Motorcycles,112,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,Unknown,Medium,2005-01
1488,10374,Tony Calaghan,38,100.0,6,4197.1,2005-02-02,Shipped,1,2,2005,Motorcycles,112,S24_1578,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,Unknown,South Brisbane,Queensland,4101,Australia,APAC,Medium,2005-02
1489,10389,Maria Larsson,45,100.0,1,4597.65,2005-03-03,Shipped,1,3,2005,Motorcycles,112,S24_1578,Scandinavian Gift Ideas,0695346555,?kergatan 24,Unknown,Boras,Unknown,S-844 67,Sweden,EMEA,Medium,2005-03
1490,10403,Elizabeth Devon,46,100.0,8,5287.7,2005-04-08,Shipped,2,4,2005,Motorcycles,112,S24_1578,"UK Collectables, Ltd.",1715552282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,EMEA,Medium,2005-04
1491,10417,Diego Freyre,35,100.0,3,3550.05,2005-05-13,Disputed,2,5,2005,Motorcycles,112,S24_1578,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2005-05
1492,10110,Victoria Ashworth,29,59.37,15,1721.73,2003-03-18,Shipped,1,3,2003,Classic Cars,50,S24_1628,"AV Stores, Co.",1715551555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Small,2003-03
1493,10123,Carine Schmitt,50,59.87,1,2993.5,2003-05-20,Shipped,2,5,2003,Classic Cars,50,S24_1628,Atelier graphique,40322555,"54, rue Royale",Unknown,Nantes,Unknown,44000,France,EMEA,Small,2003-05
1494,10137,Paul Henriot,26,49.81,1,1295.06,2003-07-10,Shipped,3,7,2003,Classic Cars,50,S24_1628,Reims Collectables,26471555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Small,2003-07
1495,10148,Anna O'Hara,47,56.85,8,2671.95,2003-09-11,Shipped,3,9,2003,Classic Cars,50,S24_1628,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,Small,2003-09
1496,10161,Palle Ibsen,23,53.33,7,1226.59,2003-10-17,Shipped,4,10,2003,Classic Cars,50,S24_1628,Heintze Collectables,86213555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,EMEA,Small,2003-10
1497,10172,Julie King,34,42.76,5,1453.84,2003-11-05,Shipped,4,11,2003,Classic Cars,50,S24_1628,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,Unknown,Small,2003-11
1498,10181,Veysel Oeztan,34,53.83,1,1830.22,2003-11-12,Shipped,4,11,2003,Classic Cars,50,S24_1628,Herkku Gifts,+4722673215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,Unknown,N 5804,Norway,EMEA,Small,2003-11
1499,10192,Valarie Young,47,53.83,6,2530.01,2003-11-20,Shipped,4,11,2003,Classic Cars,50,S24_1628,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,Unknown,Small,2003-11
1500,10204,Jeff Young,45,49.81,12,2241.45,2003-12-02,Shipped,4,12,2003,Classic Cars,50,S24_1628,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Small,2003-12
1501,10212,Diego Freyre,45,53.33,5,2399.85,2004-01-16,Shipped,1,1,2004,Classic Cars,50,S24_1628,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-01
1502,10226,Valarie Thompson,36,43.27,3,1557.72,2004-02-26,Shipped,1,2,2004,Classic Cars,50,S24_1628,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,Unknown,Small,2004-02
